"R0000100","R0002200","R0002202","R0002203","R0002300","R0002400","R0002451","R0002454","R0002455","R0002456","R0002500","R0002700","R0002800","R0003400","R0003600","R0003800","R0003900","R0004000","R0004100","R0004300","R0005400","R0009100","R0010500","R0010800","R0011100","R0012800","R0015000","R0022600","R0022700","R0022800","R0022900","R0023000","R0023100","R0023200","R0023300","R0023400","R0023500","R0023600","R0023700","R0023800","R0024000","R0024100","R0024200","R0024300","R0024400","R0024500","R0024600","R0024800","R0024900","R0029700","R0029800","R0029900","R0030000","R0030100","R0030200","R0030300","R0030400","R0030500","R0030600","R0030700","R0030800","R0030900","R0031000","R0031100","R0031200","R0031300","R0031400","R0031500","R0031600","R0031700","R0031800","R0031900","R0032000","R0032100","R0032200","R0032300","R0032400","R0032500","R0032600","R0033600","R0033700","R0033800","R0033900","R0034600","R0034900","R0035100","R0035200","R0035300","R0035400","R0035500","R0035600","R0035700","R0035800","R0035900","R0036000","R0036100","R0037500","R0037600","R0037700","R0038000","R0038100","R0038200","R0038800","R0038900","R0039000","R0039100","R0039200","R0039300","R0039400","R0039500","R0039600","R0039700","R0039800","R0039900","R0040000","R0040100","R0040200","R0040400","R0040600","R0040700","R0040800","R0040900","R0041100","R0041300","R0041400","R0041500","R0042100","R0042200","R0042300","R0042400","R0042500","R0042600","R0042700","R0042800","R0042900","R0043000","R0043100","R0043200","R0043300","R0043400","R0043500","R0043600","R0062300","R0062310","R0062550","R0062600","R0062900","R0063000","R0063030","R0063060","R0063090","R0063100","R0063200","R0063230","R0171200","R0171300","R0171400","R0171500","R0171600","R0171700","R0171800","R0454700","R0507300","R0543940"
2922,17,8,48,2,6,1,1,2,7,2,1,1,31,1,1,1,3,1,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,-2,-4,2,1,-2,-4,1,3,2,2,2,4,2,4,1,4,1,4,2,2,2,1,2,1,1,1,2,1,1,0,0,0,1,-4,0,0,0,100,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,4,1,370,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,40,-4,12,1,52,40,370,7,40,-4,12,1,52,40,325,100,100,44,3,118,1,52,370,44,12,1,52,1,1,2,2,3,5,5,224,5,13
2923,14,2,52,1,6,1,1,2,7,8,5,1,31,1,1,1,3,1,1,1,6,0,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,3,2,3,2,3,1,4,1,2,2,2,2,4,3,3,1,2,1,3,1,2,1,2,2,2,1,1,2,0,1,0,1,-4,1,-4,0,0,200,0,0,0,0,0,0,0,0,1,-4,-4,0,5,2,1,1,1,1,1,1,1,1,4,1,195,1,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,45,-4,16,1,52,40,195,7,36,-4,12,1,0,-4,-4,200,200,65,1,121,1,52,195,65,16,0,0,-4,-4,-4,-4,-4,-4,-4,-4,6,16
2924,14,2,52,1,6,1,1,2,7,8,5,1,31,1,1,1,3,1,1,1,6,0,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,3,3,2,1,2,1,3,2,3,3,2,2,4,3,4,1,3,1,4,1,2,1,2,2,1,1,1,2,0,1,1,-4,-4,1,-4,0,0,500,250,-2,0,0,0,0,0,0,1,-4,-4,0,5,2,1,1,1,1,2,2,1,1,4,1,195,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,11,12,1,7,0,-4,-4,-4,11,11,1,6,0,-4,-4,-4,-2,750,65,1,132,1,52,195,65,16,0,0,-4,-4,-4,-4,-4,-4,-4,-4,6,16
2925,22,5,43,1,1,1,1,2,7,2,1,2,31,1,1,1,3,1,0,2,6,0,3,1,-4,1,1,5,21,3,17,15,14,-4,-4,4,-4,-4,4,4,-4,-4,-4,-4,-4,-4,-4,453,1,2,3,2,2,2,1,3,1,2,3,1,2,4,2,4,1,3,1,3,2,2,2,1,1,1,1,1,2,0,2,-4,0,0,2,2,0,0,200,0,0,0,0,0,64,1000,0,2,2,-4,1,3,2,1,2,1,1,1,1,1,1,2,1,475,1,1,1,4,1,8,1,4,1,1,8,1,1,1,22,0,12,1,0,-4,-4,2,2,-4,-4,-4,-4,-4,-4,200,200,23,5,96,1,52,411,19,8,1,52,1,1,2,2,2,4,4,20000,1,13
2926,16,12,49,1,6,1,1,2,7,3,1,1,31,1,1,1,3,1,1,1,6,0,1,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,1,3,2,3,1,3,1,3,3,2,3,3,1,4,1,2,1,3,1,1,1,2,1,1,1,1,2,1,1,0,0,0,1,-4,0,0,30,25,0,0,0,0,0,0,0,1,-4,-4,1,1,3,2,1,1,1,2,2,1,1,4,5,775,0,1,1,2,-4,-4,-4,1,-4,-4,-4,-4,1,7,56,-4,8,0,12,40,775,-4,-4,-4,-4,-4,-4,-4,-4,55,55,18,6,90,-4,-4,-4,-4,-4,1,12,0,-4,-4,-4,-4,-4,-4,310,6,12
2927,23,6,42,1,6,1,1,2,7,2,1,1,31,1,1,1,3,1,1,1,2,-4,2,0,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,3,2,2,2,3,3,1,3,3,1,2,4,3,3,1,3,1,4,3,2,1,2,1,1,1,1,2,1,1,0,0,1,1,-4,0,0,10,0,0,0,0,0,0,0,0,2,0,-4,1,1,2,1,1,1,1,1,1,1,1,1,1,130,1,1,1,4,1,16,1,4,0,-4,16,1,1,13,70,-4,16,1,0,-4,-4,13,68,-4,18,1,0,-4,-4,10,10,80,1,143,1,52,130,80,16,0,0,7,2,3,4,5,10,8,33000,1,17
2928,18,5,47,1,6,1,1,2,7,2,1,1,31,1,1,1,3,1,0,2,6,1,2,0,2,-4,2,21,3,16,9,-4,-4,3,1,-4,4,1,-4,4,-4,-4,-4,-4,-4,-4,-4,290,1,1,3,1,2,1,1,2,1,2,3,1,2,4,3,4,1,3,1,4,2,2,2,1,1,1,1,1,2,0,2,-4,0,0,1,-4,0,0,80,0,0,0,0,0,63,0,0,2,0,-4,1,1,1,1,1,1,1,1,1,1,1,1,1,130,1,1,1,4,1,16,1,4,0,-4,16,1,1,13,70,-4,16,1,0,-4,-4,13,68,-4,18,1,0,-4,-4,80,80,80,1,143,1,52,130,80,16,0,0,7,1,2,2,3,5,5,13000,5,16
2929,20,12,45,1,6,0,0,3,1,2,1,1,31,1,1,1,3,1,1,1,6,0,1,1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,3,1,2,1,-2,-4,1,2,3,1,2,4,3,4,1,2,1,4,1,2,1,2,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,800,-2,250,0,0,0,49,0,0,1,-4,-4,1,1,2,1,1,1,1,1,1,1,1,4,1,83,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,45,-4,16,1,52,40,83,7,45,-4,16,1,5,6,370,-2,1050,84,1,147,1,52,83,84,16,1,5,2,2,3,4,5,9,7,-4,6,16
2930,15,4,50,1,6,1,1,2,7,8,1,1,31,1,1,1,3,1,1,1,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-4,3,2,-2,-4,1,4,1,2,3,2,2,4,-2,-4,1,2,1,2,1,1,1,2,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,0,50,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,4,1,83,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,45,-4,16,1,52,40,83,7,45,-4,16,1,5,6,370,50,50,84,1,143,1,52,83,84,16,1,5,3,2,3,4,5,9,7,700,6,17
2931,23,3,43,1,6,1,1,2,7,8,5,1,31,1,1,1,3,1,0,2,6,1,1,1,-4,1,2,18,15,4,17,-4,-4,-4,-4,1,6000,6,-4,4,-4,-4,-4,-4,-4,-4,-4,191,1,2,3,2,2,2,-2,-4,1,2,3,1,2,4,3,-2,1,3,1,2,1,2,1,2,1,1,1,1,2,1,2,-4,0,1,1,-4,0,0,450,0,0,0,0,0,64,1400,0,1,-4,-4,1,3,-4,1,1,1,1,1,1,1,1,2,1,190,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,48,-4,13,1,52,40,190,7,44,-4,12,1,0,-4,-4,450,450,62,1,123,1,52,190,62,13,0,0,7,2,3,4,5,10,8,14000,1,14
2932,19,2,47,1,6,0,1,1,3,8,5,1,31,1,1,1,3,1,1,1,6,0,1,1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,3,1,2,1,3,3,1,3,3,1,2,4,3,4,1,4,1,4,1,2,1,1,1,1,1,2,1,0,1,0,0,0,1,-4,0,0,1000,500,-4,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,3,3,1,1,4,1,290,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,44,-4,14,1,52,45,290,7,44,-4,12,1,52,20,394,-4,1500,68,2,127,1,52,290,68,14,1,52,2,2,2,3,3,6,5,40000,1,17
2933,19,10,46,1,6,1,1,2,7,2,1,1,31,1,1,1,3,1,0,2,6,0,1,1,2,-4,1,2,1,9,24,-4,-4,200,1,4,125,3,4,2,-4,-4,-4,196,630,1,-4,-4,2,1,-2,-4,2,2,-2,-4,1,2,3,1,-2,-4,1,2,1,3,1,3,1,1,2,1,1,1,1,1,2,0,2,-4,0,0,1,-4,0,0,6,0,0,0,0,0,0,0,0,1,-4,-4,1,1,2,1,1,1,1,1,1,1,1,3,1,425,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,45,-4,10,1,52,45,425,7,39,-4,10,1,0,-4,-4,6,6,24,5,104,1,52,425,24,10,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2934,24,8,41,2,1,1,1,2,7,2,1,2,31,1,1,1,3,1,0,2,2,-4,1,1,2,-4,2,21,-4,-4,1,-4,-4,-4,-4,3,-4,-4,3,4,-4,-4,-4,-4,-4,-4,-4,995,1,2,3,2,2,2,1,-2,1,3,3,2,2,3,3,4,1,4,1,2,2,2,1,2,1,1,1,1,2,0,2,-4,0,0,2,2,0,0,0,0,0,0,0,0,66,2000,-2,2,1,-4,1,1,2,1,2,1,1,1,1,1,1,3,1,714,1,1,0,4,1,6,1,4,0,-4,6,1,1,1,23,0,12,1,52,40,341,2,2,-4,-4,-4,-4,-4,-4,-2,0,10,6,71,1,46,714,10,6,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2935,18,2,48,2,6,1,1,2,7,2,1,2,31,1,1,1,3,1,0,2,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4,1,2,2,2,1,2,1,2,2,2,2,2,2,4,1,2,2,2,1,2,2,2,1,1,1,1,2,1,2,-4,1,-4,1,-4,0,0,242,50,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,3,1,350,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,42,-4,12,1,52,44,350,7,40,-4,12,1,39,40,191,292,292,44,3,118,1,52,350,44,12,1,39,2,1,1,1,1,1,2,-5,-5,-5
2936,14,9,51,2,6,1,1,2,7,2,1,2,31,1,1,1,3,1,1,1,6,0,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,3,1,1,2,2,1,4,2,2,3,2,2,4,3,4,-2,-4,1,2,2,2,2,1,1,1,1,1,2,1,1,0,0,0,1,-4,0,0,150,0,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,3,1,350,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,42,-4,12,1,52,44,350,7,40,-4,12,1,36,40,191,150,150,44,3,115,1,52,350,44,12,1,36,-4,-4,-4,-4,-4,-4,-4,320,6,14
2937,15,10,50,2,6,1,1,2,7,2,1,2,31,1,1,1,3,1,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,1,3,2,2,-2,-4,1,3,-2,-4,2,4,3,3,1,3,1,2,1,2,2,1,2,1,1,1,2,0,1,0,1,-4,1,-4,0,0,0,0,0,-4,0,0,-4,0,0,1,-4,-4,1,1,2,1,1,1,1,1,1,1,1,3,1,350,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,38,-4,12,1,52,40,14,7,34,-4,12,1,0,-4,-4,0,0,44,3,118,1,52,14,67,12,0,0,2,1,2,2,3,5,5,184,1,12
2938,21,8,44,2,6,1,1,2,7,2,1,2,31,1,1,1,3,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,1,-4,1,-4,0,0,0,0,0,-4,0,0,-4,0,0,1,-4,-4,1,3,2,1,1,1,1,1,1,1,1,4,1,555,1,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,49,-4,12,1,52,60,555,7,42,-4,11,1,0,-4,-4,0,0,18,12,98,1,52,555,18,12,0,0,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5
2939,20,4,46,2,6,1,1,1,7,2,1,2,31,1,1,1,3,1,0,2,6,0,3,0,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4,-4,-4,-2,-4,1,4,-2,-4,3,2,2,4,-2,-4,1,4,1,4,1,2,2,1,2,1,1,1,2,1,2,-4,-4,-4,2,2,0,0,0,0,0,-4,0,0,-4,0,0,2,0,-4,1,3,2,2,1,1,1,1,1,1,1,5,3,985,0,1,0,3,-4,-4,-4,4,1,1,12,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,7,11,84,-4,-4,-4,-4,-4,1,52,-4,-4,-4,-4,-4,-4,-4,425,6,12
2940,17,5,48,2,6,1,1,2,7,2,1,1,31,1,1,1,3,1,0,2,6,0,1,1,2,-4,1,18,1,2,9,-4,-4,175,1,-4,175,1,4,4,-4,-4,-4,-4,-4,-4,-4,350,3,2,3,2,2,4,1,4,2,2,3,2,-2,-4,3,4,1,4,1,4,2,2,2,1,1,1,1,1,2,0,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,4,1,985,0,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,46,-4,6,1,52,44,370,7,44,-4,8,1,52,28,890,0,0,7,11,81,1,52,370,44,6,1,52,3,1,1,1,2,3,4,-5,-5,-5
2941,15,8,51,2,6,1,1,2,7,2,1,1,31,1,1,1,3,1,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-4,2,4,-2,-4,1,4,-2,-4,-2,-4,3,4,1,4,1,2,1,-2,2,2,2,1,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,57,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,4,1,715,0,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,36,-4,11,0,52,40,715,7,32,-4,11,0,0,-4,-4,0,0,15,6,85,1,52,715,15,10,0,0,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5
2942,24,2,43,2,6,1,1,2,7,2,1,1,31,1,1,1,3,1,0,2,6,0,-4,-4,-4,-4,1,20,18,14,25,-4,-4,95,3,4,120,3,4,4,-4,-4,-4,-4,-4,-4,-4,350,2,-2,3,1,2,-4,3,4,-2,-4,3,-2,-2,-4,-2,-4,1,4,1,2,2,2,2,-2,1,1,1,1,2,1,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,57,0,200,1,-4,-4,1,1,3,2,1,1,1,1,1,1,1,4,5,890,0,1,0,2,-4,-4,-4,1,-4,-4,-4,-4,1,7,54,-4,-4,-4,0,-4,-4,11,31,-4,11,0,52,40,325,-200,-200,11,8,77,-4,-4,-4,-4,-4,0,0,-4,-4,-4,-4,-4,-4,-4,45,5,7
2943,17,1,49,2,6,1,1,2,7,2,1,1,31,1,1,1,3,1,1,1,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,3,2,2,1,1,4,1,2,3,1,2,4,2,4,1,3,1,4,1,1,1,2,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,30,0,0,0,0,0,0,0,0,1,-4,-4,1,1,2,1,1,1,1,1,1,1,1,4,1,290,1,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,40,-4,12,1,52,80,290,7,39,-4,12,1,52,40,825,30,30,68,2,113,1,52,290,68,12,1,52,3,2,3,4,5,10,8,145,1,16
2944,15,1,51,2,6,1,1,2,7,2,1,1,31,1,1,1,3,1,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,3,2,2,3,1,4,1,4,3,2,2,4,3,4,1,4,1,4,1,1,1,1,2,1,1,1,2,0,1,0,0,0,1,-4,0,0,25,0,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,4,1,290,1,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,40,-4,12,1,52,80,290,7,39,-4,12,1,52,40,825,25,25,68,2,109,1,52,290,68,12,1,52,3,2,3,3,4,8,6,-5,-5,-5
2945,16,11,49,1,6,1,1,2,7,2,1,1,31,1,1,1,3,1,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,3,2,2,2,-2,-4,1,3,3,2,2,3,3,4,1,4,1,2,1,2,1,2,1,1,1,1,1,1,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,4,1,715,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,47,-4,8,1,52,55,715,7,42,-4,11,0,0,-4,-4,0,0,15,6,99,1,52,715,15,8,0,0,3,2,2,3,3,6,5,15000,1,14
2946,15,12,50,1,6,1,1,2,7,2,1,1,31,1,1,1,3,1,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,1,4,2,3,-2,-4,-2,-4,-2,-4,3,4,-2,-4,1,4,1,2,1,2,1,2,1,2,1,1,2,1,1,0,0,0,1,-4,0,0,10,0,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,4,1,715,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,47,-4,8,1,52,55,715,7,42,-4,11,0,0,-4,-4,10,10,15,6,99,1,52,715,15,8,0,0,3,1,2,2,3,5,5,600,1,12
2947,18,3,48,1,6,1,1,2,2,8,5,1,31,1,1,1,3,1,1,1,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,3,2,2,2,3,4,1,3,3,1,2,4,3,3,1,3,1,4,-4,2,1,2,1,1,1,1,1,0,1,0,0,0,1,-4,0,0,230,0,0,0,0,0,0,0,0,1,-4,-4,1,4,2,1,1,1,6,1,1,1,1,3,1,23,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,47,-4,18,1,52,54,23,7,48,-4,18,1,0,-4,-4,230,230,52,1,147,1,52,23,52,18,0,0,2,2,2,3,3,6,5,-4,1,15
2948,15,12,50,1,6,1,1,2,7,8,5,1,31,1,1,1,3,1,1,1,6,0,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,3,2,2,3,1,3,1,3,3,2,1,4,3,4,1,3,1,4,1,2,1,1,1,1,1,1,2,1,1,0,0,0,1,-4,0,0,200,300,0,0,0,0,0,0,0,1,-4,-4,1,4,2,1,1,1,6,1,1,6,6,3,1,23,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,47,-4,18,1,52,54,23,7,48,-4,18,1,0,-4,-4,500,500,52,1,139,1,52,23,52,18,0,0,-4,-4,-4,-4,-4,-4,-4,4000,1,17
2949,14,12,51,1,6,1,1,2,7,8,5,2,31,1,1,1,3,1,1,1,6,0,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-2,-2,-4,3,2,1,4,2,-2,1,-2,1,4,2,4,2,1,-2,-4,1,2,2,2,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,0,0,0,-4,0,0,-4,0,0,1,-4,-4,1,2,2,1,1,1,1,1,1,1,1,3,1,650,1,0,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,47,-4,8,1,52,40,650,7,39,-4,8,1,30,40,394,0,0,32,6,85,1,52,650,32,8,1,30,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2950,19,12,46,1,6,0,1,1,7,8,5,1,31,1,1,1,3,1,1,1,6,0,1,1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,3,2,2,1,-2,-4,1,3,3,1,2,4,3,4,1,2,1,4,1,2,1,1,1,1,1,2,1,0,1,1,-4,-4,1,-4,0,0,800,0,0,0,0,0,0,0,200,1,-4,-4,1,4,2,1,1,1,1,1,1,1,1,4,1,170,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,50,-4,18,1,52,40,170,7,44,-4,17,0,30,25,184,600,600,56,1,143,1,52,170,56,18,1,30,1,2,3,4,5,10,9,350,1,17
2951,17,12,48,1,6,1,1,2,7,8,5,1,31,1,1,1,3,1,1,1,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,3,3,2,3,1,4,1,2,1,2,2,4,2,3,1,4,1,4,1,2,2,2,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,650,0,0,0,0,0,0,0,0,1,-4,-4,1,4,2,1,1,1,1,1,1,1,1,3,1,170,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,50,-4,18,1,52,40,170,7,44,-4,17,0,30,25,184,650,650,56,1,141,1,52,170,56,18,1,30,2,2,3,4,5,10,9,12000,5,18
2952,22,6,43,1,1,1,1,2,7,2,1,2,31,1,1,1,3,1,0,2,6,0,1,0,2,-4,2,1,12,18,8,8,22,175,3,-4,160,3,-4,2,-4,-4,-4,398,512,-4,-4,-4,1,2,3,2,2,2,1,3,1,3,3,1,2,3,3,4,1,3,1,4,1,2,2,2,1,1,1,1,2,0,2,-4,0,0,2,2,0,0,9000,0,0,3,15500,0,64,0,400,2,2,7,1,1,3,4,2,-4,1,-4,-4,1,1,6,5,342,1,1,1,2,-4,-4,-4,2,-4,-4,-4,-4,1,1,23,-4,12,1,22,40,325,2,3,-4,-4,-4,-4,-4,-4,24100,24100,61,3,117,-4,-4,-4,-4,-4,-4,-4,15,2,3,4,5,9,7,-5,-5,-5
2953,24,2,42,1,1,1,1,2,7,2,1,2,31,1,1,1,3,1,0,2,1,-4,4,1,-4,1,1,21,1,9,25,-4,-4,10000,6,-4,10000,6,4,4,-4,-4,-4,-4,-4,-4,-4,394,1,2,3,2,2,2,3,2,1,2,3,2,2,4,3,4,1,3,1,4,1,2,1,2,1,1,1,1,2,1,2,-4,0,0,2,2,0,0,150,0,0,0,0,0,57,0,250,2,2,7,1,4,2,1,2,1,1,1,1,1,1,3,1,370,1,1,0,4,1,12,1,4,1,1,12,1,0,1,24,-4,16,1,0,-4,-4,2,3,-4,-4,-4,-4,-4,-4,-100,-100,44,3,108,1,52,323,53,12,1,52,13,2,2,3,3,6,5,30000,1,15
2954,24,4,41,1,1,1,1,2,7,2,1,2,31,1,1,1,3,1,0,1,6,0,4,1,-4,2,1,21,8,3,25,-4,-4,14000,6,-4,18000,6,-4,4,-4,-4,-4,-4,-4,-4,-4,92,2,1,3,2,2,2,1,3,1,2,3,2,2,4,3,4,1,3,1,4,1,2,1,2,1,1,1,1,2,1,2,-4,0,0,2,2,0,0,600,300,0,0,0,0,65,500,300,2,1,7,1,4,1,1,4,1,1,3,3,3,3,6,1,814,0,1,1,4,1,12,1,4,1,0,12,1,1,1,24,0,12,1,0,-4,-4,2,0,-4,-4,-4,-4,-4,-4,600,600,17,8,115,1,52,814,17,12,1,40,15,2,3,3,4,8,6,50000,1,16
2955,24,6,41,1,4,1,1,2,7,2,1,2,31,1,1,1,3,1,0,2,6,0,1,1,-4,2,2,15,21,1,18,6,14,-4,-4,2,-4,-4,3,4,-4,-4,-4,-4,-4,-4,-4,325,-2,-4,3,2,2,2,1,4,1,2,3,1,2,4,3,3,1,2,1,4,3,2,2,1,1,1,1,1,2,0,2,-4,0,0,2,2,0,0,-2,-2,-2,-4,-2,-4,62,0,-2,2,0,-4,1,4,2,1,1,1,1,1,1,1,2,4,1,853,1,1,1,4,1,6,1,4,1,0,12,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,0,39,8,119,1,52,851,18,6,1,52,2,2,2,3,3,6,5,-5,-5,-5
2956,23,7,42,1,6,1,1,2,7,2,1,2,31,1,1,1,3,1,1,1,6,0,1,1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,3,1,2,1,3,2,1,3,3,1,2,4,3,4,1,3,1,4,1,2,1,2,1,2,1,1,2,0,1,0,0,0,2,2,0,0,600,0,250,3,600,0,65,500,0,2,0,-4,1,4,2,1,1,1,1,1,1,1,1,4,1,290,1,1,1,4,1,15,1,4,1,1,12,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1450,1450,68,2,129,1,52,394,47,15,1,52,2,2,3,4,5,9,7,22000,1,17
